ST_NAME,YEAR,AC_NO,#,AC_NAME,AC_TYPE,NAME,SEX,AGE,CATEGORY,PARTY,VOTES
Bihar,1980,95,1,SAMASTIPUR,GEN,KARPOORI THAKUR,M,,NODATA,JNP(SC),51117
Bihar,1980,95,2,SAMASTIPUR,GEN,CHANDRA SHEKHAR VERMA,M,,NODATA,INC,23958
Bihar,1980,95,3,SAMASTIPUR,GEN,CHANDRA SHEKHAR SINGH,M,,NODATA,JNP,8326
Bihar,1980,95,4,SAMASTIPUR,GEN,AZIZUR RAHMAN,M,,NODATA,IND,2444
Bihar,1980,95,5,SAMASTIPUR,GEN,SOMENDRA KUMAR,M,,NODATA,IND,356
Bihar,1980,95,6,SAMASTIPUR,GEN,PRAKASH CHANDRA SRIVASTAVA,M,,NODATA,IND,192
Bihar,1980,95,7,SAMASTIPUR,GEN,NAZIR MIAN,M,,NODATA,IND,163
Bihar,1980,95,8,SAMASTIPUR,GEN,MD. SAHABUDDIN,M,,NODATA,IND,62
Bihar,1980,96,1,SARAIRANJAN,GEN,RAM BILAS MISHRA,M,,NODATA,JNP(SC),33684
Bihar,1980,96,2,SARAIRANJAN,GEN,SURAJ CHOUDHARY,M,,NODATA,INC,27141
Bihar,1980,96,3,SARAIRANJAN,GEN,YASHODANAND SINGH,M,,NODATA,BJP,21505
Bihar,1980,96,4,SARAIRANJAN,GEN,MAHESHWAR PRASAD,M,,NODATA,INC(U),2170
Bihar,1980,97,1,MOHIUDDIN NAGAR,GEN,RAM CHANDRA RAI,M,,NODATA,INC(U),58274
Bihar,1980,97,2,MOHIUDDIN NAGAR,GEN,ANUGRAH NARAIN SINGH,M,,NODATA,INC,52930
Bihar,1980,97,3,MOHIUDDIN NAGAR,GEN,PREMLATA RAI,F,,NODATA,JNP(SC),3703
Bihar,1980,97,4,MOHIUDDIN NAGAR,GEN,HARI SHANKAR SINGH,M,,NODATA,IND,344
Bihar,1980,97,5,MOHIUDDIN NAGAR,GEN,TRIBENI RAI,M,,NODATA,IND,221
Bihar,1980,99,1,BIBHUTPUR,GEN,RAMDEO VERMA,M,,NODATA,CPM,26308
Bihar,1980,99,2,BIBHUTPUR,GEN,BANDHU MAHTO,M,,NODATA,INC,20612
Bihar,1980,99,3,BIBHUTPUR,GEN,RAJENDRA NARAIN SHARMA,M,,NODATA,JNP(SC),19086
Bihar,1980,99,4,BIBHUTPUR,GEN,BASANT KUMAR SHARMA,M,,NODATA,BJP,9041
Bihar,1980,99,5,BIBHUTPUR,GEN,RAMASIS DHURANDHAR,M,,NODATA,IND,1216
Bihar,1980,99,6,BIBHUTPUR,GEN,RAMKHELAWAN MAHTO,M,,NODATA,INC(U),797
Bihar,1980,99,7,BIBHUTPUR,GEN,MD. MIAN,M,,NODATA,IND,472
Bihar,1980,99,8,BIBHUTPUR,GEN,RAMCHANDRA SINGH,M,,NODATA,IND,390
Bihar,1980,100,1,ROSERA,GEN,RAMASHARY RAI,M,,NODATA,INC,62806
Bihar,1980,100,2,ROSERA,GEN,RAMLAKHAN SINGH,M,,NODATA,JNP(SC),28204
Bihar,1980,100,3,ROSERA,GEN,RAMBILASH RAI,M,,NODATA,BJP,1252
Bihar,1980,100,4,ROSERA,GEN,BANARSI PRASAD SAHU,M,,NODATA,JNP,290
Bihar,1980,100,5,ROSERA,GEN,RAM SWARUP MANDAL,M,,NODATA,INC(U),169
Bihar,1980,100,6,ROSERA,GEN,MANJULA SINGH,F,,NODATA,IND,117
Bihar,1980,101,1,SINGHIA,SC,RAMJATAN PASWAN,M,,NODATA,CPI,25487
Bihar,1980,101,2,SINGHIA,SC,JAGDISH PASWAN,M,,NODATA,IND,22433
Bihar,1980,101,3,SINGHIA,SC,SHYAMA KUMARI,F,,NODATA,INC,21923
Bihar,1980,101,4,SINGHIA,SC,GANESHI PASWAN,M,,NODATA,BJP,846
Bihar,1980,102,1,HASANPUR,GEN,GAJENDRA PRASAD HIMANSU,M,,NODATA,JNP(SC),27295
Bihar,1980,102,2,HASANPUR,GEN,PRAYAG CHAND MUKHIA,M,,NODATA,CPI,24264
Bihar,1980,102,3,HASANPUR,GEN,MAHENDRA YADAV,M,,NODATA,INC,12215
Bihar,1980,102,4,HASANPUR,GEN,SRIKANT LABH,M,,NODATA,JNP,6271
Bihar,1980,102,5,HASANPUR,GEN,JAI GOPAL SHARMA SUMAN,M,,NODATA,BJP,649
Bihar,1980,102,6,HASANPUR,GEN,RAMCHANDRA YADAV,M,,NODATA,IND,299
Bihar,1980,102,7,HASANPUR,GEN,ASHARFI YADAV,M,,NODATA,JNP(SR),256
Bihar,1980,102,8,HASANPUR,GEN,CHANDRA SHEKHAR PRASAD SINGH,M,,NODATA,IND,136
Bihar,1980,102,9,HASANPUR,GEN,RAMRATAN YADAV,M,,NODATA,IND,117
Bihar,1980,103,1,BALIA,GEN,SRINARHYAN YADAV,M,,NODATA,JNP(SC),34247
Bihar,1980,103,2,BALIA,GEN,CHANDRABHANU DEVI,F,,NODATA,INC,27325
Bihar,1980,103,3,BALIA,GEN,SITARAM AGRAWAL,M,,NODATA,IND,6876
Bihar,1980,103,4,BALIA,GEN,GITA SINGH,M,,NODATA,INC(U),4739
Bihar,1980,103,5,BALIA,GEN,RAJ BALLAV KUMAR,M,,NODATA,BJP,3716
Bihar,1980,103,6,BALIA,GEN,ASMATULLAH BOKHARI,M,,NODATA,JNP,1174
Bihar,1980,103,7,BALIA,GEN,DINESH KUMAR DEV,M,,NODATA,IND,465
Bihar,1980,103,8,BALIA,GEN,MEHDI HUSNAIN,M,,NODATA,JNP(SR),279
Bihar,1980,103,9,BALIA,GEN,ASHOK KUMAR,M,,NODATA,IND,229
Bihar,1980,105,1,BEGUSARAI,GEN,BHOLA SINGH,M,,NODATA,INC,30221
Bihar,1980,105,2,BEGUSARAI,GEN,BASUDEO SINGH,M,,NODATA,CPM,24722
Bihar,1980,105,3,BEGUSARAI,GEN,SUKHDEO SINGH,M,,NODATA,IND,5505
Bihar,1980,105,4,BEGUSARAI,GEN,SRI CHANDRACHUR DEV,M,,NODATA,BJP,3331
Bihar,1980,105,5,BEGUSARAI,GEN,PRAM NARAYAN MEHTA,M,,NODATA,JNP(SC),2082
Bihar,1980,105,6,BEGUSARAI,GEN,RAMNARESH SINGH,M,,NODATA,JNP,1017
Bihar,1980,105,7,BEGUSARAI,GEN,SAJJAN SINGH,M,,NODATA,INC(U),884
Bihar,1980,105,8,BEGUSARAI,GEN,HIRALAL PODDAR,M,,NODATA,IND,347
Bihar,1980,105,9,BEGUSARAI,GEN,BHAGWAN PRASAD SINGH,M,,NODATA,IND,324
Bihar,1980,107,1,BACHHWARA,GEN,RAMDEO ROY,M,,NODATA,INC,31212
Bihar,1980,107,2,BACHHWARA,GEN,AYODHEYA PRASAD SINGH,M,,NODATA,CPI,27982
Bihar,1980,107,3,BACHHWARA,GEN,RAMBILAS SINGH,M,,NODATA,JNP,11073
Bihar,1980,107,4,BACHHWARA,GEN,RAMSHANKER SINGH,M,,NODATA,JNP(SC),3243
Bihar,1980,107,5,BACHHWARA,GEN,VAIDYANATH PRASAD SINGH,M,,NODATA,BJP,971
Bihar,1980,107,6,BACHHWARA,GEN,DAROGI PRASAD YADAV,M,,NODATA,IND,289
Bihar,1980,107,7,BACHHWARA,GEN,UTAM YADAV,M,,NODATA,IND,264
Bihar,1980,107,8,BACHHWARA,GEN,SATYANARAYAN SHARMA,M,,NODATA,IND,202
Bihar,1980,109,1,BAKHRI,SC,RAMCHANDRA PASWAN,M,,NODATA,CPI,25012
Bihar,1980,109,2,BAKHRI,SC,YUGAL KISHORE SHARMA,M,,NODATA,INC,18680
Bihar,1980,109,3,BAKHRI,SC,UPENDRA PASWAN,M,,NODATA,IND,12309
Bihar,1980,109,4,BAKHRI,SC,BHUNESHWAR DAS,M,,NODATA,JNP(SC),801
Bihar,1980,109,5,BAKHRI,SC,MEDNI PASWAN,M,,NODATA,JNP,558
Bihar,1980,109,6,BAKHRI,SC,SHYAMA DEVI,F,,NODATA,BJP,481
Bihar,1980,110,1,RAGHOPUR,GEN,AMRENDRA MISHRA,M,,NODATA,INC,43823
Bihar,1980,110,2,RAGHOPUR,GEN,KUMAR SHASHINDRA SINGH,M,,NODATA,IND,18276
Bihar,1980,110,3,RAGHOPUR,GEN,MD. JAHIRUDDIN AHMAD,M,,NODATA,JNP(SC),17697
Bihar,1980,110,4,RAGHOPUR,GEN,DEO NARAYAN KHERWAR,M,,NODATA,INC(U),3077
Bihar,1980,110,5,RAGHOPUR,GEN,MANIK CHANDRA YADAV,M,,NODATA,JNP(SR),1119
Bihar,1980,110,6,RAGHOPUR,GEN,ABDUL KALAM,M,,NODATA,IND,1007
Bihar,1980,110,7,RAGHOPUR,GEN,SATISH CHANDRA MAHTO,M,,NODATA,BJP,641
Bihar,1980,110,8,RAGHOPUR,GEN,MOTI MUSAHAR,M,,NODATA,IND,183
Bihar,1980,111,1,KISHANPUR,GEN,VISHWANATH GURMAITA,M,,NODATA,INC,17952
Bihar,1980,111,2,KISHANPUR,GEN,YADUBANS KUMAR YADAV,M,,NODATA,JNP(SC),17643
Bihar,1980,111,3,KISHANPUR,GEN,HARI PRASAD SAH,M,,NODATA,IND,12441
Bihar,1980,111,4,KISHANPUR,GEN,BAIDYANATH MEHTA,M,,NODATA,JNP,8025
Bihar,1980,111,5,KISHANPUR,GEN,GUNA NAND THAKUR,M,,NODATA,INC(U),6099
Bihar,1980,111,6,KISHANPUR,GEN,CHANDRA SHEKHAR YADAV,M,,NODATA,IND,4214
Bihar,1980,111,7,KISHANPUR,GEN,DEO KARAN BISHWAS,M,,NODATA,IND,3280
Bihar,1980,111,8,KISHANPUR,GEN,RAJENDRA KAMAT,M,,NODATA,IND,2310
Bihar,1980,111,9,KISHANPUR,GEN,SUKANI KAMAT,M,,NODATA,JNP(SR),1647
Bihar,1980,111,10,KISHANPUR,GEN,NARENDRA RAM,M,,NODATA,IND,676
Bihar,1980,112,1,SUPAUL,GEN,UMA SHANKAR SINGH,M,,NODATA,INC,37117
Bihar,1980,112,2,SUPAUL,GEN,RAMJEE MANDAL SHASTRI,M,,NODATA,JNP(SC),36814
Bihar,1980,112,3,SUPAUL,GEN,AMARENDRA PRASAD SINGH,M,,NODATA,JNP,13615
Bihar,1980,112,4,SUPAUL,GEN,MD. SAFIUR RAHMAN,M,,NODATA,JNP(SR),4632
Bihar,1980,112,5,SUPAUL,GEN,BIKRAM PRASAD SINGH,M,,NODATA,IND,2188
Bihar,1980,112,6,SUPAUL,GEN,DEVENDRA YADAV,M,,NODATA,IND,1020
Bihar,1980,112,7,SUPAUL,GEN,JASIM UDDIN,M,,NODATA,IND,454
Bihar,1980,112,8,SUPAUL,GEN,MAHESH MISHRA,M,,NODATA,IND,367
Bihar,1980,113,1,TRIBENIGANJ,GEN,JAGDISH MANDAL,M,,NODATA,INC,40715
Bihar,1980,113,2,TRIBENIGANJ,GEN,ANUP LAL YADAV,M,,NODATA,JNP(SC),40213
Bihar,1980,113,3,TRIBENIGANJ,GEN,MOHAN SINGH,M,,NODATA,JNP,5218
Bihar,1980,113,4,TRIBENIGANJ,GEN,UDAI KANT JHA,M,,NODATA,IND,1264
Bihar,1980,113,5,TRIBENIGANJ,GEN,MURLIDHAR DAS,M,,NODATA,IND,561
Bihar,1980,113,6,TRIBENIGANJ,GEN,UTTIM PRASAD YADAV,M,,NODATA,JNP(SR),509
Bihar,1980,117,1,SAHARSA,GEN,RAMESH JHA,M,,NODATA,INC,63580
Bihar,1980,117,2,SAHARSA,GEN,JANARDAN PANDEY,M,,NODATA,CPI,10025
Bihar,1980,117,3,SAHARSA,GEN,SHANKAR PRASAD TEKRIWAL,M,,NODATA,BJP,7845
Bihar,1980,117,4,SAHARSA,GEN,BHUBNESHWAR JHA,M,,NODATA,INC(U),7216
Bihar,1980,117,5,SAHARSA,GEN,SURESH CHANDRA YADAV,M,,NODATA,JNP(SC),4618
Bihar,1980,117,6,SAHARSA,GEN,SURESH PRASAD YADAV,M,,NODATA,JNP,1445
Bihar,1980,117,7,SAHARSA,GEN,CHANDRA NATH THAKUR,M,,NODATA,IND,257
Bihar,1980,117,8,SAHARSA,GEN,KAMLESHWARI PRASAD YADAV,M,,NODATA,IND,199
Bihar,1980,118,1,MAHISHI,GEN,LAHTAN CHAUDHRY,M,,NODATA,INC,46431
Bihar,1980,118,2,MAHISHI,GEN,SATYA NA. YADAV,M,,NODATA,INC(U),19828
Bihar,1980,118,3,MAHISHI,GEN,PARMESHWAR KUMAR,M,,NODATA,JNP(SC),16054
Bihar,1980,118,4,MAHISHI,GEN,DEV NAND YADAV,M,,NODATA,JNP(SR),6629
Bihar,1980,118,5,MAHISHI,GEN,GANESHWAR SINGH,M,,NODATA,JNP,1434
Bihar,1980,118,6,MAHISHI,GEN,JANARDAN SAH,M,,NODATA,IND,714
Bihar,1980,119,1,SIMRI-BAKHTIARPUR,GEN,CHAUDHRY MD. SALAHUADIN,M,,NODATA,INC,58361
Bihar,1980,119,2,SIMRI-BAKHTIARPUR,GEN,DINESH CHANDRA YADAV,M,,NODATA,JNP(SC),53397
Bihar,1980,119,3,SIMRI-BAKHTIARPUR,GEN,RAMCHANDRA PRASAD,M,,NODATA,JNP,4103
Bihar,1980,121,1,SONABARSA,GEN,SURYA NA. YADAV,M,,NODATA,INC(U),35830
Bihar,1980,121,2,SONABARSA,GEN,K.K. MANDAL,M,,NODATA,INC,27787
Bihar,1980,121,3,SONABARSA,GEN,ASHOK KUMAR SINGH ALIAS KUMAR CHANDRA BHUSHAN,M,,NODATA,JNP,19563
Bihar,1980,121,4,SONABARSA,GEN,GAURI SHANKAR JHA,M,,NODATA,CPI,9014
Bihar,1980,121,5,SONABARSA,GEN,PARMESHWAR PRASAD NIRALA,M,,NODATA,JNP(SC),4629
Bihar,1980,121,6,SONABARSA,GEN,RAM KRISHNA MANDAL,M,,NODATA,JNP(SR),1272
Bihar,1980,121,7,SONABARSA,GEN,GANESH KUMAR MEHTA,M,,NODATA,IND,819
Bihar,1980,121,8,SONABARSA,GEN,AKLU SHARMA,M,,NODATA,IND,333
Bihar,1980,121,9,SONABARSA,GEN,RAMESHWAR MISTRI,M,,NODATA,IND,249
Bihar,1980,121,10,SONABARSA,GEN,DHANESHWAR MISHRA,M,,NODATA,IND,198
Bihar,1980,122,1,KISHANGANJ,GEN,SINGHESHWAR MEHTA,M,,NODATA,INC,22986
Bihar,1980,122,2,KISHANGANJ,GEN,RAJ NANDAN PRASAD,M,,NODATA,JNP(SC),21362
Bihar,1980,122,3,KISHANGANJ,GEN,KAMESHWAR SINGH,M,,NODATA,CPI,19462
Bihar,1980,122,4,KISHANGANJ,GEN,LALAN KUMAR YADAV,M,,NODATA,INC(U),2865
Bihar,1980,122,5,KISHANGANJ,GEN,LAXMESHWAR MAHTO,M,,NODATA,IND,2418
Bihar,1980,122,6,KISHANGANJ,GEN,ASHOK KUMAR SINGH,M,,NODATA,BJP,1245
Bihar,1980,122,7,KISHANGANJ,GEN,SHASHI NATH JHA,M,,NODATA,JNP,1243
Bihar,1980,122,8,KISHANGANJ,GEN,JAI PRAKASH GUPTA,M,,NODATA,IND,327
Bihar,1980,123,1,ALAMNAGAR,GEN,BIRENDRA KUMAR,M,,NODATA,JNP(SC),33419
Bihar,1980,123,2,ALAMNAGAR,GEN,VIDYAKAR KAVI,M,,NODATA,INC,25816
Bihar,1980,123,3,ALAMNAGAR,GEN,RAJENDRA PRASAD SINGH,M,,NODATA,CPI,14098
Bihar,1980,123,4,ALAMNAGAR,GEN,BASDEV MEHTA,M,,NODATA,IND,3709
Bihar,1980,123,5,ALAMNAGAR,GEN,JANARDAN MANDAL,M,,NODATA,IND,1473
Bihar,1980,124,1,RUPAULI,GEN,DINESH KUMAR SINGH,M,,NODATA,INC,24409
Bihar,1980,124,2,RUPAULI,GEN,SARYUG PD. MANDAL,M,,NODATA,CPI,22433
Bihar,1980,124,3,RUPAULI,GEN,RAMCHANDRA DAS,M,,NODATA,JNP(SC),13438
Bihar,1980,124,4,RUPAULI,GEN,CHANDRA KNAT SARKAR,M,,NODATA,IND,2404
Bihar,1980,124,5,RUPAULI,GEN,BHOLA NATH ALOKE,M,,NODATA,JNP,1914
Bihar,1980,124,6,RUPAULI,GEN,LAL MOHAMAD SHEKH,M,,NODATA,IND,1213
Bihar,1980,124,7,RUPAULI,GEN,MUSTAQUE AHMAD KHAN,M,,NODATA,BJP,1070
Bihar,1980,124,8,RUPAULI,GEN,NASHIM SHEKH,M,,NODATA,IND,613
Bihar,1980,124,9,RUPAULI,GEN,RAMESHWAR SINGH,M,,NODATA,IND,532
Bihar,1980,125,1,DHAMDAHA,GEN,SURJA NARAYAN SINGH YADAV,M,,NODATA,JNP(SC),25205
Bihar,1980,125,2,DHAMDAHA,GEN,JAINARYANA MEHTA,M,,NODATA,INC,17528
Bihar,1980,125,3,DHAMDAHA,GEN,SADA NAND SINGH,M,,NODATA,BJP,8693
Bihar,1980,125,4,DHAMDAHA,GEN,PARMANAND SUREN,M,,NODATA,IND,3691
Bihar,1980,125,5,DHAMDAHA,GEN,MD. ABDUL RAUF,M,,NODATA,IND,3660
Bihar,1980,125,6,DHAMDAHA,GEN,MAHA NAND JHA,M,,NODATA,IND,3053
Bihar,1980,125,7,DHAMDAHA,GEN,SINGHESWAR MAHTO,M,,NODATA,IND,2322
Bihar,1980,125,8,DHAMDAHA,GEN,SHUBH NARAYAN SINGH,M,,NODATA,JNP,1110
Bihar,1980,125,9,DHAMDAHA,GEN,ASHOK KUMAR MEHTA,M,,NODATA,IND,903
Bihar,1980,125,10,DHAMDAHA,GEN,HARI KISHORE YADAV,M,,NODATA,INC(U),631
Bihar,1980,125,11,DHAMDAHA,GEN,TRIBENI SINGH,M,,NODATA,IND,517
Bihar,1980,125,12,DHAMDAHA,GEN,AMAR NATH CHAUDHARY,M,,NODATA,IND,399
Bihar,1980,126,1,BANMANKHI,SC,JAIKANT PASWAN,M,,NODATA,INC(U),24608
Bihar,1980,126,2,BANMANKHI,SC,RASHIK LAL RISHIDEO,M,,NODATA,INC,24335
Bihar,1980,126,3,BANMANKHI,SC,BALBODH PASWAN,M,,NODATA,JNP,2313
Bihar,1980,126,4,BANMANKHI,SC,RAM KRISHNA RISHIDEO,M,,NODATA,IND,1873
Bihar,1980,126,5,BANMANKHI,SC,NARAIN RISHI,M,,NODATA,IND,1269
Bihar,1980,126,6,BANMANKHI,SC,CHUNNI LAL RAJBANSHI RISHIDEO,M,,NODATA,IND,1095
Bihar,1980,126,7,BANMANKHI,SC,JAGDISH PASWAN,M,,NODATA,FBL,815
Bihar,1980,126,8,BANMANKHI,SC,UPENDRA KUMAR,M,,NODATA,IND,172
Bihar,1980,126,9,BANMANKHI,SC,SAHDEO RAM,M,,NODATA,IND,121
Bihar,1980,127,1,RANIGANJ,SC,YAMUNA PRASAD RAM,M,,NODATA,INC,24070
Bihar,1980,127,2,RANIGANJ,SC,SUKH DEO PASWAN,M,,NODATA,JNP(SC),16248
Bihar,1980,127,3,RANIGANJ,SC,BUNDEL PASWAN,M,,NODATA,IND,8500
Bihar,1980,127,4,RANIGANJ,SC,ADHIK LAL PASWAN,M,,NODATA,BJP,2757
Bihar,1980,127,5,RANIGANJ,SC,BUDH DEO RISHI,M,,NODATA,IND,2619
Bihar,1980,127,6,RANIGANJ,SC,SHUK DEO PASWAN,M,,NODATA,IND,176
Bihar,1980,127,7,RANIGANJ,SC,DEEP NARAIN PASWAN,M,,NODATA,JNP,170
Bihar,1980,128,1,NARPATGANJ,GEN,JANARDAN YADAV,M,,NODATA,BJP,20198
Bihar,1980,128,2,NARPATGANJ,GEN,SATYA NARAIN YADAV,M,,NODATA,INC(U),18342
Bihar,1980,128,3,NARPATGANJ,GEN,INDRA NAND YADAV,M,,NODATA,INC,18048
Bihar,1980,128,4,NARPATGANJ,GEN,NASIRUDDIN AZAD,M,,NODATA,JNP(SR),13659
Bihar,1980,128,5,NARPATGANJ,GEN,KULA NAND YADAV,M,,NODATA,IND,792
Bihar,1980,129,1,FORBESGANJ,GEN,SARYU MISHRA,M,,NODATA,INC,27914
Bihar,1980,129,2,FORBESGANJ,GEN,NAKSHTRA MALAKAN,M,,NODATA,CPI,20255
Bihar,1980,129,3,FORBESGANJ,GEN,TAHIR ANSARI,M,,NODATA,BJP,13228
Bihar,1980,129,4,FORBESGANJ,GEN,BHOLA NATH MANDAL,M,,NODATA,IND,5288
Bihar,1980,129,5,FORBESGANJ,GEN,LAL CHAND SAHANI,M,,NODATA,JNP,1662
Bihar,1980,129,6,FORBESGANJ,GEN,DIN DAYAL SAHU,M,,NODATA,IND,1340
Bihar,1980,129,7,FORBESGANJ,GEN,MUKTI NATH BAHARDAR,M,,NODATA,IND,469
Bihar,1980,130,1,ARARIA,GEN,MOH. TASILMUDDIN,M,,NODATA,JNP(SC),26665
Bihar,1980,130,2,ARARIA,GEN,SHRIDEO JHA,M,,NODATA,INC,16182
Bihar,1980,130,3,ARARIA,GEN,NAND KESHWAR MANDAL,M,,NODATA,IND,14922
Bihar,1980,130,4,ARARIA,GEN,DEO NARAIN MISHRA,M,,NODATA,BJP,6533
Bihar,1980,130,5,ARARIA,GEN,ALIMUDDIN,M,,NODATA,IND,3329
Bihar,1980,130,6,ARARIA,GEN,JANARDAN BISWAS,M,,NODATA,INC(U),3234
Bihar,1980,130,7,ARARIA,GEN,BAIJ NATH MISHRA,M,,NODATA,IND,785
Bihar,1980,132,1,JOKIHAT,GEN,MOIDUR REHMAN,M,,NODATA,INC,21459
Bihar,1980,132,2,JOKIHAT,GEN,JAHORUDDIN,M,,NODATA,IND,20094
Bihar,1980,132,3,JOKIHAT,GEN,MOH. AKHTAR HUSSAIN,M,,NODATA,INC(U),14678
Bihar,1980,132,4,JOKIHAT,GEN,BEHBUD,M,,NODATA,IND,1054
Bihar,1980,132,5,JOKIHAT,GEN,TAJUL ARFIN,M,,NODATA,IND,812
Bihar,1980,132,6,JOKIHAT,GEN,TAMIZ,M,,NODATA,IND,439
Bihar,1980,133,1,BAHADURGANJ,GEN,NAJUMUDDIN,M,,NODATA,INC,19773
Bihar,1980,133,2,BAHADURGANJ,GEN,KALIMUDDIN,M,,NODATA,IND,12696
Bihar,1980,133,3,BAHADURGANJ,GEN,ISLAMUDDIN BAGI,M,,NODATA,JNP,8551
Bihar,1980,133,4,BAHADURGANJ,GEN,TAMZUDDIN,M,,NODATA,IND,5605
Bihar,1980,133,5,BAHADURGANJ,GEN,KHALILUR REHMAN,M,,NODATA,JNP(SC),4832
Bihar,1980,133,6,BAHADURGANJ,GEN,SHAMIN ALAM,M,,NODATA,IND,3461
Bihar,1980,133,7,BAHADURGANJ,GEN,PARVIZ IMAM,M,,NODATA,BJP,1443
Bihar,1980,133,8,BAHADURGANJ,GEN,MANGATU RAM KHETAN,M,,NODATA,IND,1370
Bihar,1980,133,9,BAHADURGANJ,GEN,RABINDRA PRASAD BASAK,M,,NODATA,IND,182
Bihar,1980,134,1,THAKURGANJ,GEN,MOH. HUSSAIN AZAD,M,,NODATA,INC,30073
Bihar,1980,134,2,THAKURGANJ,GEN,MOH. SULAIMAN,M,,NODATA,JNP,27566
Bihar,1980,134,3,THAKURGANJ,GEN,HAFIZUR RAHMAN,M,,NODATA,IND,2229
Bihar,1980,135,1,KISHANGANJ,GEN,MOH. MUSTAQUE,M,,NODATA,JNP(SC),26333
Bihar,1980,135,2,KISHANGANJ,GEN,RAFIQUE ALAM,M,,NODATA,INC,17613
Bihar,1980,135,3,KISHANGANJ,GEN,CHANDRA MOHAN PRASAD SINGH,M,,NODATA,BJP,11208
Bihar,1980,135,4,KISHANGANJ,GEN,JASIMUDDIN,M,,NODATA,CPI,5870
Bihar,1980,135,5,KISHANGANJ,GEN,S.M. TAHIR,M,,NODATA,JNP,4491
Bihar,1980,135,6,KISHANGANJ,GEN,MOH. JUBER ALAM,M,,NODATA,INC(U),3510
Bihar,1980,135,7,KISHANGANJ,GEN,BANKAI LAL AGRAWAL,M,,NODATA,IND,462
Bihar,1980,136,1,AMAUR,GEN,M. MOIJUDDIN MINSHI,M,,NODATA,INC,14917
Bihar,1980,136,2,AMAUR,GEN,NAZMUDDIN,M,,NODATA,JNP(SR),13572
Bihar,1980,136,3,AMAUR,GEN,CHANDRA SHEKHAR JHA,M,,NODATA,JNP,10884
Bihar,1980,136,4,AMAUR,GEN,MD. MUZAFAR HUSSAIN,M,,NODATA,IND,6065
Bihar,1980,136,5,AMAUR,GEN,BIBHUTI KANT SAH,M,,NODATA,IND,4761
Bihar,1980,136,6,AMAUR,GEN,MD. ISMAIL,M,,NODATA,IND,4573
Bihar,1980,136,7,AMAUR,GEN,TAIYAB AZAD KHAN,M,,NODATA,JNP(SC),3934
Bihar,1980,136,8,AMAUR,GEN,RAHBAR ISLAM,M,,NODATA,IND,1475
Bihar,1980,136,9,AMAUR,GEN,M.S. UPADHYAY,M,,NODATA,IND,1264
Bihar,1980,136,10,AMAUR,GEN,ANIL KU. DAS,M,,NODATA,IND,370
Bihar,1980,137,1,BAISI,GEN,SAYAD MOINUDDIN,M,,NODATA,IND,21094
Bihar,1980,137,2,BAISI,GEN,HASIBUR RAHMAN,M,,NODATA,INC,15236
Bihar,1980,137,3,BAISI,GEN,HALESHWAR BISWAS,M,,NODATA,JNP(SC),8317
Bihar,1980,137,4,BAISI,GEN,ALIMUDDIN ANSARI,M,,NODATA,JNP,4186
Bihar,1980,137,5,BAISI,GEN,DEVI LAL DAS,M,,NODATA,IND,2981
Bihar,1980,137,6,BAISI,GEN,MOHAMMAD SHARIF,M,,NODATA,IND,1150
Bihar,1980,137,7,BAISI,GEN,SY SABAR IMAM,M,,NODATA,BJP,620
Bihar,1980,138,1,KASBA,GEN,MD. YASIN,M,,NODATA,INC,23493
Bihar,1980,138,2,KASBA,GEN,SHIV CHARAN MEHTA,M,,NODATA,JNP(SC),20167
Bihar,1980,138,3,KASBA,GEN,MUNSHI LAL ARYA,M,,NODATA,INC(U),12880
Bihar,1980,138,4,KASBA,GEN,M. NIYAZUDDIN,M,,NODATA,IND,4495
Bihar,1980,138,5,KASBA,GEN,SANTOSH KUMAR RAI,M,,NODATA,IND,3313
Bihar,1980,138,6,KASBA,GEN,KHALILUR RAHMAN,M,,NODATA,JNP,2862
Bihar,1980,138,7,KASBA,GEN,UPENDRA NR. SINGH,M,,NODATA,BJP,1652
Bihar,1980,138,8,KASBA,GEN,RAMBRIKSH SAH,M,,NODATA,JNP(SR),1215
Bihar,1980,138,9,KASBA,GEN,YUNUS,M,,NODATA,IND,1214
Bihar,1980,138,10,KASBA,GEN,JAGNATH PRASAD CHAUDHARY,M,,NODATA,IND,1000
Bihar,1980,138,11,KASBA,GEN,KASIM,M,,NODATA,IND,561
Bihar,1980,138,12,KASBA,GEN,RAMESHWAR RAM,M,,NODATA,IND,326
Bihar,1980,139,1,PURNEA,GEN,AJIT CHAND SARKAR,M,,NODATA,CPM,27486
Bihar,1980,139,2,PURNEA,GEN,SHARDA PRASAD SINGH,M,,NODATA,INC,17398
Bihar,1980,139,3,PURNEA,GEN,RAMANAND PRASAD,M,,NODATA,BJP,5509
Bihar,1980,139,4,PURNEA,GEN,ANANDI YADAV,M,,NODATA,JNP(SC),4200
Bihar,1980,139,5,PURNEA,GEN,HARI DAS PASWAN,M,,NODATA,IND,2940
Bihar,1980,139,6,PURNEA,GEN,GURU PD. YADAV,M,,NODATA,INC(U),685
Bihar,1980,139,7,PURNEA,GEN,AMAR NATH CHAUDHARY,M,,NODATA,IND,556
Bihar,1980,139,8,PURNEA,GEN,SURENDRA JHA,M,,NODATA,IND,528
Bihar,1980,139,9,PURNEA,GEN,BISHWA NATH KEJRIWAL,M,,NODATA,JNP(SR),514
