ST_NAME,YEAR,AC_NO,#,AC_NAME,AC_TYPE,NAME,SEX,AGE,CATEGORY,PARTY,VOTES
Bihar,1951,1,1,MANER,GEN,RAMESHWAR PRASAD SHASTRI,M,,NODATA,INC,8240
Bihar,1951,1,2,MANER,GEN,JAGDEO PRASAD SINGH,M,,NODATA,IND,2429
Bihar,1951,1,3,MANER,GEN,BUDHDEO SINGH,M,,NODATA,IND,2226
Bihar,1951,1,4,MANER,GEN,RAJA NATH SINGH,M,,NODATA,IND,2171
Bihar,1951,1,5,MANER,GEN,PARMESHWAR RAI,M,,NODATA,SP,2095
Bihar,1951,1,6,MANER,GEN,KRISHNA SINGH,M,,NODATA,IND,1020
Bihar,1951,1,7,MANER,GEN,RAJENDRA PRASAD,M,,NODATA,FBL(MG),817
Bihar,1951,1,8,MANER,GEN,SHRI BHAGWAN SINGH,M,,NODATA,IND,621
Bihar,1951,3,1,PATNA WEST,GEN,BADRI NATH VERMA,M,,NODATA,INC,23452
Bihar,1951,3,2,PATNA WEST,GEN,MUNGERI LAL,M,,NODATA,INC,19304
Bihar,1951,3,3,PATNA WEST,GEN,DASU SINHA,M,,NODATA,UKS,8234
Bihar,1951,3,4,PATNA WEST,GEN,AWADHESH NANDAN SAHAY,M,,NODATA,SP,7030
Bihar,1951,3,5,PATNA WEST,GEN,RAM PRASAD,M,,NODATA,SP,5454
Bihar,1951,3,6,PATNA WEST,GEN,BANWARI LAL,M,,NODATA,KMPP,5085
Bihar,1951,3,7,PATNA WEST,GEN,PRAMANAND TRIVEDI,M,,NODATA,IND,4099
Bihar,1951,3,8,PATNA WEST,GEN,GAURI SHANKAR PRASAD NARAIN SINGH,M,,NODATA,IND,2691
Bihar,1951,3,9,PATNA WEST,GEN,HARI,M,,NODATA,FBL(MG),2665
Bihar,1951,3,10,PATNA WEST,GEN,JUGESHWAR BHAGAT,M,,NODATA,SCF,2288
Bihar,1951,3,11,PATNA WEST,GEN,CHANDRIKA PRASAD SINGH,M,,NODATA,RRP,1889
Bihar,1951,3,12,PATNA WEST,GEN,AMIN AHMAD,M,,NODATA,IND,1778
Bihar,1951,3,13,PATNA WEST,GEN,JAI RADHEY RAY,M,,NODATA,IND,1318
Bihar,1951,3,14,PATNA WEST,GEN,BHUNESHWAR SINGH,M,,NODATA,IND,1015
Bihar,1951,3,15,PATNA WEST,GEN,BASUDEO PRASAD,M,,NODATA,IND,1013
Bihar,1951,3,16,PATNA WEST,GEN,USMANUL HAQUE,M,,NODATA,IND,605
Bihar,1951,3,17,PATNA WEST,GEN,SHIRIS CHANDRA GUPTA,M,,NODATA,IND,475
Bihar,1951,4,1,PATNA EAST,GEN,NAWABZADA SYED MOHAMMAD MEHDI,M,,NODATA,INC,11664
Bihar,1951,4,2,PATNA EAST,GEN,RAMESHWAR PRASAD GUPTA,M,,NODATA,SP,3065
Bihar,1951,4,3,PATNA EAST,GEN,AMIN AHMAD,M,,NODATA,IND,2944
Bihar,1951,4,4,PATNA EAST,GEN,MAHANT HARIHAR DAS,M,,NODATA,IND,2285
Bihar,1951,4,5,PATNA EAST,GEN,MATHURA PRASAD RAI,M,,NODATA,BJS,1507
Bihar,1951,4,6,PATNA EAST,GEN,KAMLA KANT,M,,NODATA,KMPP,600
Bihar,1951,4,7,PATNA EAST,GEN,MANNA LAL,M,,NODATA,IND,435
Bihar,1951,4,8,PATNA EAST,GEN,RAM LAKSHMAN SHARMA,M,,NODATA,IND,393
Bihar,1951,4,9,PATNA EAST,GEN,GURU BACHHAN SINGH,M,,NODATA,RSP,302
Bihar,1951,4,10,PATNA EAST,GEN,RANJIT SINGH,M,,NODATA,IND,182
Bihar,1951,4,11,PATNA EAST,GEN,SATYA NARAIN PRASAD SINGH,M,,NODATA,IND,116
Bihar,1951,5,1,FATWA,GEN,DEO SARAN SINHA,M,,NODATA,INC,8481
Bihar,1951,5,2,FATWA,GEN,BRIJ NANDAN SINGH YADAV,M,,NODATA,IND,7753
Bihar,1951,5,3,FATWA,GEN,BASUDEO MAHATO,M,,NODATA,SP,2757
Bihar,1951,5,4,FATWA,GEN,GARIBANAND DAS,M,,NODATA,IND,2020
Bihar,1951,5,5,FATWA,GEN,BASUDEO NARAIN SINHA,M,,NODATA,IND,687
Bihar,1951,7,1,CHANDI,GEN,DHANRAJ SHARMA,M,,NODATA,INC,9725
Bihar,1951,7,2,CHANDI,GEN,JUGAL KISHORE SINGH YADAV,M,,NODATA,IND,5914
Bihar,1951,7,3,CHANDI,GEN,DEO LAL MAHTO,M,,NODATA,SP,4306
Bihar,1951,7,4,CHANDI,GEN,RAM NARAIN ALIAS KUMAR INDRAJIT SINGH,M,,NODATA,BJS,2480
Bihar,1951,7,5,CHANDI,GEN,SOMAR RAM,M,,NODATA,IND,1743
Bihar,1951,7,6,CHANDI,GEN,MAHABIR PRASAD,M,,NODATA,IND,688
Bihar,1951,7,7,CHANDI,GEN,JUDUNANDAN DUSADH,M,,NODATA,IND,404
Bihar,1951,7,8,CHANDI,GEN,SIARAM SINGH,M,,NODATA,IND,293
Bihar,1951,10,1,MOKAMAH,GEN,JAGDISH NARAIN SINHA,M,,NODATA,INC,8892
Bihar,1951,10,2,MOKAMAH,GEN,CHANDRA SHEKHAR SINHA,M,,NODATA,IND,5807
Bihar,1951,10,3,MOKAMAH,GEN,SHEO NANDAN PRASAD,M,,NODATA,IND,4189
Bihar,1951,10,4,MOKAMAH,GEN,SUKHDEO MAHATO,M,,NODATA,IND,1013
Bihar,1951,10,5,MOKAMAH,GEN,PRAMANAND SWAMI,M,,NODATA,RRP,996
Bihar,1951,10,6,MOKAMAH,GEN,SHYAMBIHARI PRASAD,M,,NODATA,FBL(MG),705
Bihar,1951,10,7,MOKAMAH,GEN,CHIRANJIB SINHA,M,,NODATA,IND,515
Bihar,1951,10,8,MOKAMAH,GEN,DWARKA PRASAD,M,,NODATA,IND,329
Bihar,1951,10,9,MOKAMAH,GEN,LUXMI MAHATO,M,,NODATA,IND,281
Bihar,1951,10,10,MOKAMAH,GEN,RAM CHARIT RAUT,M,,NODATA,IND,224
Bihar,1951,10,11,MOKAMAH,GEN,KANT LAL SINHA,M,,NODATA,IND,188
Bihar,1951,11,1,BARH,GEN,RANA SHEOLAKH PATI SINHA,M,,NODATA,INC,7278
Bihar,1951,11,2,BARH,GEN,TARINI PRASAD SINHA,M,,NODATA,IND,4979
Bihar,1951,11,3,BARH,GEN,MAHESHWAR PRASAD ROY,M,,NODATA,SP,3611
Bihar,1951,11,4,BARH,GEN,RAMLALAN SINHA,M,,NODATA,FBL(MG),2382
Bihar,1951,11,5,BARH,GEN,BRAHMADEO PRASAD,M,,NODATA,KMPP,1373
Bihar,1951,11,6,BARH,GEN,KAROO DUSADH,M,,NODATA,HMS,1344
Bihar,1951,11,7,BARH,GEN,KAILASH PRASAD BHAGAT,M,,NODATA,IND,1055
Bihar,1951,11,8,BARH,GEN,MATHURA PRASAD VERMA,M,,NODATA,IND,752
Bihar,1951,11,9,BARH,GEN,BASO DHANUK,M,,NODATA,IND,618
Bihar,1951,11,10,BARH,GEN,BADESHWARI PRASAD SINHA,M,,NODATA,IND,224
Bihar,1951,12,1,ASTHAWAN,GEN,TAJUDDIN,M,,NODATA,INC,5602
Bihar,1951,12,2,ASTHAWAN,GEN,HAR SAHAY MEHTA,M,,NODATA,IND,4220
Bihar,1951,12,3,ASTHAWAN,GEN,BISHAMBHAR DAYAL SINGH,M,,NODATA,IND,3858
Bihar,1951,12,4,ASTHAWAN,GEN,AKHTAR JAMIL,M,,NODATA,SP,2469
Bihar,1951,12,5,ASTHAWAN,GEN,CHANDRIKA SINGH,M,,NODATA,IND,1828
Bihar,1951,12,6,ASTHAWAN,GEN,BASUDEO RAM,M,,NODATA,FBL(MG),1496
Bihar,1951,12,7,ASTHAWAN,GEN,BECHAK PRASAD SINHA,M,,NODATA,IND,910
Bihar,1951,15,1,BAKHTIARPUR,GEN,SUNDRI DEVI,M,,NODATA,INC,8812
Bihar,1951,15,2,BAKHTIARPUR,GEN,RAM CHANDRA SINGH,M,,NODATA,FBL(MG),5707
Bihar,1951,15,3,BAKHTIARPUR,GEN,JAGDEO SINHA,M,,NODATA,IND,3723
Bihar,1951,15,4,BAKHTIARPUR,GEN,RAGHUNANDAN PRASAD,M,,NODATA,IND,2102
Bihar,1951,15,5,BAKHTIARPUR,GEN,MATHURA PRASAD SINGH,M,,NODATA,IND,437
Bihar,1951,17,1,PALIGANJ,GEN,RAM LAKHAN SINGH YADAV,M,,NODATA,INC,8517
Bihar,1951,17,2,PALIGANJ,GEN,RAM LAKHAN PRASAD SINHA,M,,NODATA,IND,4890
Bihar,1951,17,3,PALIGANJ,GEN,DEO PRASAD DUSADH,M,,NODATA,SP,3685
Bihar,1951,17,4,PALIGANJ,GEN,SIDHESHWARI PRASAD SINHA,M,,NODATA,IND,2755
Bihar,1951,17,5,PALIGANJ,GEN,KAPILDEO RAMJI MAHANT,M,,NODATA,RRP,2423
Bihar,1951,17,6,PALIGANJ,GEN,SURESH DUTT SHARMA,M,,NODATA,BJS,1397
Bihar,1951,17,7,PALIGANJ,GEN,NARAYAN RAM UDIT,M,,NODATA,IND,1076
Bihar,1951,17,8,PALIGANJ,GEN,GORAKH NATH,M,,NODATA,IND,250
Bihar,1951,19,1,NAWADA,GEN,RAM KISHUN SINGH,M,,NODATA,INC,14082
Bihar,1951,19,2,NAWADA,GEN,SHAKTI KUMAR,M,,NODATA,INC,8972
Bihar,1951,19,3,NAWADA,GEN,ALAKH NARAIN VERMA,M,,NODATA,IND,8467
Bihar,1951,19,4,NAWADA,GEN,SHEO SAHAY RAM,M,,NODATA,SP,4849
Bihar,1951,19,5,NAWADA,GEN,JAGESHWAR PRASAD,M,,NODATA,SP,3441
Bihar,1951,19,6,NAWADA,GEN,DHOBI RAM,M,,NODATA,BJS,3209
Bihar,1951,19,7,NAWADA,GEN,CHANDESHWAR PRASAD SINGH,M,,NODATA,BJS,3149
Bihar,1951,19,8,NAWADA,GEN,BHAGAT SINGH,M,,NODATA,UKS,2918
Bihar,1951,19,9,NAWADA,GEN,GAURI SHANKAR PRASAD SINGH,M,,NODATA,IND,2847
Bihar,1951,19,10,NAWADA,GEN,BISESAR MAHATO,M,,NODATA,KMPP,2623
Bihar,1951,19,11,NAWADA,GEN,NAURANGI SINGH,M,,NODATA,IND,2412
Bihar,1951,19,12,NAWADA,GEN,JAMUNA PRASAD,M,,NODATA,IND,2178
Bihar,1951,19,13,NAWADA,GEN,JAMUNA KAVI RAJ PRASAD,M,,NODATA,IND,1756
Bihar,1951,19,14,NAWADA,GEN,IDRIS,M,,NODATA,IND,1744
Bihar,1951,19,15,NAWADA,GEN,BAIJNATH RAM,M,,NODATA,IND,1577
Bihar,1951,19,16,NAWADA,GEN,SHEO SAHAY RAM,M,,NODATA,IND,1373
Bihar,1951,19,17,NAWADA,GEN,SHARDA NAND PURI,M,,NODATA,IND,1257
Bihar,1951,19,18,NAWADA,GEN,DALIP RAM DUSADH,M,,NODATA,IND,827
Bihar,1951,20,1,RAJAULI,GEN,MAHABIR CHAUDHRY,M,,NODATA,INC,19670
Bihar,1951,20,2,RAJAULI,GEN,RADHA KRISHNA PD. SINHA,M,,NODATA,INC,17676
Bihar,1951,20,3,RAJAULI,GEN,GANESH SHANKAR,M,,NODATA,UKS,8245
Bihar,1951,20,4,RAJAULI,GEN,RAJWAR KESHO,M,,NODATA,IND,5603
Bihar,1951,20,5,RAJAULI,GEN,TEK NARAIN PRASAD,M,,NODATA,SP,5305
Bihar,1951,20,6,RAJAULI,GEN,BISHEWAR NATH,M,,NODATA,SP,5176
Bihar,1951,20,7,RAJAULI,GEN,KUMAR PRATAP SINHA,M,,NODATA,KMPP,4232
Bihar,1951,21,1,ATRI,GEN,RAMESHWAR PRASAD YADAV,M,,NODATA,IND,7646
Bihar,1951,21,2,ATRI,GEN,JAMUNA PRASAD SINHA,M,,NODATA,INC,5953
Bihar,1951,21,3,ATRI,GEN,YADUNANDAN PRASAD SINGH,M,,NODATA,SP,3458
Bihar,1951,21,4,ATRI,GEN,NARESH SINGH,M,,NODATA,IND,3378
Bihar,1951,21,5,ATRI,GEN,YADUNAN SINHA,M,,NODATA,UKS,1628
Bihar,1951,21,6,ATRI,GEN,VISHWANATH PRASAD SINGH,M,,NODATA,IND,1016
Bihar,1951,24,1,BODH GAYA,GEN,RAMESHWAR MANJHI,M,,NODATA,INC,20729
Bihar,1951,24,2,BODH GAYA,GEN,JUGESHWAR PRASAD KHALISH,M,,NODATA,INC,17024
Bihar,1951,24,3,BODH GAYA,GEN,LEELA MAHATO,M,,NODATA,IND,11731
Bihar,1951,24,4,BODH GAYA,GEN,MURLI DUSADH,M,,NODATA,SP,6987
Bihar,1951,24,5,BODH GAYA,GEN,JAGDEO SINGH,M,,NODATA,SP,6142
Bihar,1951,24,6,BODH GAYA,GEN,BHARATH SINGH,M,,NODATA,UKS,4201
Bihar,1951,25,1,ARWAL,GEN,GUDANI SINGH,M,,NODATA,SP,10324
Bihar,1951,25,2,ARWAL,GEN,CHANDRABHUSAN PD. SINGH,M,,NODATA,IND,4392
Bihar,1951,25,3,ARWAL,GEN,MOSAHAB SINGH,M,,NODATA,INC,2827
Bihar,1951,25,4,ARWAL,GEN,BANESDHERI SINGH,M,,NODATA,IND,2644
Bihar,1951,25,5,ARWAL,GEN,JWALA PRASAD SINGH,M,,NODATA,IND,357
Bihar,1951,26,1,KURTHA,GEN,RAMACHARAN SINGH,M,,NODATA,SP,10555
Bihar,1951,26,2,KURTHA,GEN,UMAIR SAHAB SHAH,M,,NODATA,INC,9994
Bihar,1951,26,3,KURTHA,GEN,RAGHURAJ SINGH,M,,NODATA,IND,1367
Bihar,1951,26,4,KURTHA,GEN,PARAS NATH SHARMA,M,,NODATA,KMPP,1106
Bihar,1951,26,5,KURTHA,GEN,RAJA RAM SINGH,M,,NODATA,IND,470
Bihar,1951,28,1,GHOSI,GEN,RAM CHANDRA YADAV,M,,NODATA,IND,5988
Bihar,1951,28,2,GHOSI,GEN,BALESHWAR SINGH,M,,NODATA,INC,5612
Bihar,1951,28,3,GHOSI,GEN,RAMBIBHAJAN DUTTA,M,,NODATA,SP,4015
Bihar,1951,28,4,GHOSI,GEN,KAMTA PRASAD SHARMA,M,,NODATA,UKS,2639
Bihar,1951,28,5,GHOSI,GEN,RAMESHWAR SINGH,M,,NODATA,IND,2241
Bihar,1951,28,6,GHOSI,GEN,RAMLAKHAN SINGH,M,,NODATA,IND,870
Bihar,1951,29,1,MAKHDUMPUR,GEN,RAMESHWAR YADAV,M,,NODATA,IND,6530
Bihar,1951,29,2,MAKHDUMPUR,GEN,SHANTI DEVI,M,,NODATA,INC,5760
Bihar,1951,29,3,MAKHDUMPUR,GEN,RAM CHANDRA SHARMA,M,,NODATA,UKS,3079
Bihar,1951,29,4,MAKHDUMPUR,GEN,GULABCHAND LAL,M,,NODATA,IND,2612
Bihar,1951,29,5,MAKHDUMPUR,GEN,KIRTI NARAYAN SINHA,M,,NODATA,SP,2354
Bihar,1951,29,6,MAKHDUMPUR,GEN,BAJRAJJI PRASAD SINHA,M,,NODATA,IND,1158
Bihar,1951,29,7,MAKHDUMPUR,GEN,RAM BARAT GOPE,M,,NODATA,IND,381
Bihar,1951,32,1,GOH,GEN,MUNDRIKA SINGH,M,,NODATA,SP,11812
Bihar,1951,32,2,GOH,GEN,RAM BILASH SINGH SHARMA,M,,NODATA,INC,9104
Bihar,1951,32,3,GOH,GEN,RAM GULAM SINGH,M,,NODATA,UKS,2460
Bihar,1951,33,1,RAFIGANJ,GEN,S.M. LATIFUR RAHMAN,M,,NODATA,INC,8403
Bihar,1951,33,2,RAFIGANJ,GEN,RAMPUKAR SINGH,M,,NODATA,IND,8177
Bihar,1951,33,3,RAFIGANJ,GEN,MUNESWAR SINHA,M,,NODATA,IND,5130
Bihar,1951,33,4,RAFIGANJ,GEN,RAM SARUP SINGH,M,,NODATA,SP,4414
Bihar,1951,33,5,RAFIGANJ,GEN,JAGDISH MISTRY,M,,NODATA,IND,814
Bihar,1951,34,1,AURANGABAD,GEN,PRIYABRAT NARAIN SINHA,M,,NODATA,INC,7669
Bihar,1951,34,2,AURANGABAD,GEN,BADRI NATH SASTRI,M,,NODATA,SP,5496
Bihar,1951,34,3,AURANGABAD,GEN,RAM KEBAL SINGH,M,,NODATA,IND,4030
Bihar,1951,34,4,AURANGABAD,GEN,CHHEDI SINHA,M,,NODATA,IND,1178
Bihar,1951,34,5,AURANGABAD,GEN,KAMTA PRASAD JAYASWAL,M,,NODATA,IND,460
Bihar,1951,35,1,OBRA,GEN,PADARATH SINGH,M,,NODATA,SP,9566
Bihar,1951,35,2,OBRA,GEN,RAGHUBANS KUMAR SINGH,M,,NODATA,INC,7722
Bihar,1951,35,3,OBRA,GEN,BUDDH PRAKASH SINHA,M,,NODATA,UKS,3057
Bihar,1951,35,4,OBRA,GEN,PRADISH NARAIN SINGH,M,,NODATA,IND,1237
Bihar,1951,35,5,OBRA,GEN,RAGUBAR SINGH,M,,NODATA,IND,1093
Bihar,1951,35,6,OBRA,GEN,PARMESHWAR SINGH,M,,NODATA,IND,877
Bihar,1951,35,7,OBRA,GEN,KAMLAKANT JAYASWAL,M,,NODATA,IND,707
Bihar,1951,35,8,OBRA,GEN,RAMNANDAN PANDEYA,M,,NODATA,IND,546
Bihar,1951,36,1,NABINAGAR,GEN,ANUGRAH NARAYAN SINGH,M,,NODATA,INC,13297
Bihar,1951,36,2,NABINAGAR,GEN,GAFUR MIAN,M,,NODATA,SP,6979
Bihar,1951,36,3,NABINAGAR,GEN,BATUKESHWAR SINGH,M,,NODATA,UKS,1945
Bihar,1951,36,4,NABINAGAR,GEN,MATUKDHARI PRASAD,M,,NODATA,IND,1410
Bihar,1951,36,5,NABINAGAR,GEN,RAGHAVA PRASAD,M,,NODATA,IND,1256
Bihar,1951,36,6,NABINAGAR,GEN,KAMTA PRASAD,M,,NODATA,IND,715
Bihar,1951,37,1,BARHARA,GEN,RAMBILAS SINHA,M,,NODATA,RRP,3927
Bihar,1951,37,2,BARHARA,GEN,HARINANDAN SINGH,M,,NODATA,INC,3438
Bihar,1951,37,3,BARHARA,GEN,BRIJKUMAR SHUKLA,M,,NODATA,SP,2439
Bihar,1951,37,4,BARHARA,GEN,RAM BADAN RAI,M,,NODATA,IND,2375
Bihar,1951,37,5,BARHARA,GEN,DIP NARAYAN SINGH,M,,NODATA,KMPP,2116
Bihar,1951,37,6,BARHARA,GEN,BACHASPATI TRIPATHI,M,,NODATA,IND,1975
Bihar,1951,37,7,BARHARA,GEN,RAMCHANDAR SINGH,M,,NODATA,IND,1384
Bihar,1951,37,8,BARHARA,GEN,CHHABINATH SINGH,M,,NODATA,IND,938
Bihar,1951,37,9,BARHARA,GEN,BALMIKI PANDEY,M,,NODATA,IND,365
Bihar,1951,37,10,BARHARA,GEN,CHANDRA MANI RAM,M,,NODATA,IND,295
Bihar,1951,40,1,SAHAR,GEN,DEO NARYAN SINGH,M,,NODATA,INC,9586
Bihar,1951,40,2,SAHAR,GEN,RAM ISHWAR PRASAD SINGH,M,,NODATA,IND,6549
Bihar,1951,40,3,SAHAR,GEN,RAGHUNATH SINGH,M,,NODATA,SP,3864
Bihar,1951,40,4,SAHAR,GEN,BHRIGUNATH SAHAY,M,,NODATA,RRP,3260
Bihar,1951,40,5,SAHAR,GEN,RAM PRASAD SINGH,M,,NODATA,IND,2013
Bihar,1951,40,6,SAHAR,GEN,DWARIKA DASJI,M,,NODATA,IND,1942
Bihar,1951,41,1,CHAINPUR,GEN,GUPTA NATH SINGH,M,,NODATA,INC,11607
Bihar,1951,41,2,CHAINPUR,GEN,SURYA NATH SINGH,M,,NODATA,RRP,2876
Bihar,1951,41,3,CHAINPUR,GEN,KEDAR NATH SINGH,M,,NODATA,IND,2723
Bihar,1951,41,4,CHAINPUR,GEN,RAMDHYAN AHIR,M,,NODATA,SP,2194
Bihar,1951,41,5,CHAINPUR,GEN,DINESHDUTTA PANDEYA,M,,NODATA,KMPP,998
Bihar,1951,42,1,BHABHUA,GEN,RAM NAGINA SINGH,M,,NODATA,INC,21913
Bihar,1951,42,2,BHABHUA,GEN,DULARCHAND RAM,M,,NODATA,INC,19974
Bihar,1951,42,3,BHABHUA,GEN,SHEOPARIKSHA SINGH,M,,NODATA,SP,12037
Bihar,1951,42,4,BHABHUA,GEN,GAWCHARAN SINGH,M,,NODATA,IND,11116
Bihar,1951,42,5,BHABHUA,GEN,BHAGAWAT DUSADH,M,,NODATA,SP,10322
Bihar,1951,42,6,BHABHUA,GEN,RAM KESHI CHAMAR,M,,NODATA,IND,7739
Bihar,1951,42,7,BHABHUA,GEN,RADHA KRISHNA MISHRA,M,,NODATA,RRP,5964
Bihar,1951,42,8,BHABHUA,GEN,BALESHWAR PRASAD SINGH,M,,NODATA,KMPP,5234
Bihar,1951,42,9,BHABHUA,GEN,RAM ADHAR GOND,M,,NODATA,IND,3904
Bihar,1951,43,1,SASARAM,GEN,JAGANNATH SINGH,M,,NODATA,INC,17028
Bihar,1951,43,2,SASARAM,GEN,GOVIND CHAMAR,M,,NODATA,INC,14443
Bihar,1951,43,3,SASARAM,GEN,REYASAT KARIM,M,,NODATA,SP,10261
Bihar,1951,43,4,SASARAM,GEN,RAM PRAKASH LAL,M,,NODATA,SP,10094
Bihar,1951,43,5,SASARAM,GEN,RASIK BIHARI SINHA,M,,NODATA,IND,8457
Bihar,1951,43,6,SASARAM,GEN,DHENUKDHARI MAHTO,M,,NODATA,IND,7925
Bihar,1951,43,7,SASARAM,GEN,CHANDRA MADHO SING,M,,NODATA,RRP,5149
Bihar,1951,43,8,SASARAM,GEN,HARI NARAIN,M,,NODATA,IND,5042
Bihar,1951,43,9,SASARAM,GEN,CHANDRA SHEKHAR NATH DUBEY,M,,NODATA,IND,4590
Bihar,1951,43,10,SASARAM,GEN,JAJH SINGH,M,,NODATA,FBL(MG),3740
Bihar,1951,43,11,SASARAM,GEN,MAHESH CHAUDHARY,M,,NODATA,IND,3428
Bihar,1951,43,12,SASARAM,GEN,SUJASH SHARMA,M,,NODATA,RRP,3176
Bihar,1951,43,13,SASARAM,GEN,PARMANAND MISHRA,M,,NODATA,BJS,2778
Bihar,1951,43,14,SASARAM,GEN,NAZAMUDDIN,M,,NODATA,KMPP,2363
Bihar,1951,43,15,SASARAM,GEN,JANAKI RAM,M,,NODATA,KMPP,1988
Bihar,1951,44,1,DEHRI,GEN,BASAWAN SINHA,M,,NODATA,SP,10662
Bihar,1951,44,2,DEHRI,GEN,ABDUL QUIYUM ANSARI,M,,NODATA,INC,9950
Bihar,1951,44,3,DEHRI,GEN,MUNASI SINGH,M,,NODATA,IND,2558
Bihar,1951,44,4,DEHRI,GEN,DEOMUNI CHAUDBEY,M,,NODATA,IND,1824
Bihar,1951,44,5,DEHRI,GEN,AWDHESH KUMAR SINGH,M,,NODATA,IND,1790
Bihar,1951,44,6,DEHRI,GEN,HARI DATTA PRASAD,M,,NODATA,BJS,1758
Bihar,1951,44,7,DEHRI,GEN,MAHESH CHODHARY,M,,NODATA,IND,855
Bihar,1951,44,8,DEHRI,GEN,ANANT SHASTRY,M,,NODATA,IND,810
Bihar,1951,44,9,DEHRI,GEN,SARJU,M,,NODATA,FBL(MG),695
Bihar,1951,44,10,DEHRI,GEN,SURAJAKESHWAR SINGH,M,,NODATA,IND,376
Bihar,1951,44,11,DEHRI,GEN,INDRADEO SINGH,M,,NODATA,IND,337
Bihar,1951,45,1,RAMGARH,GEN,RAM CHANDRA RAI,M,,NODATA,INC,8784
Bihar,1951,45,2,RAMGARH,GEN,DASHRATH TIWARI,M,,NODATA,SP,6976
Bihar,1951,45,3,RAMGARH,GEN,CHHABI NATH SINGH,M,,NODATA,IND,5994
Bihar,1951,45,4,RAMGARH,GEN,BISHNANATH RAI,M,,NODATA,IND,3341
Bihar,1951,45,5,RAMGARH,GEN,RAJENDRA SINGH,M,,NODATA,RRP,2932
Bihar,1951,45,6,RAMGARH,GEN,AWADHESH KUMAR PANDEY,M,,NODATA,KMPP,2210
Bihar,1951,45,7,RAMGARH,GEN,SHEODAT NARAIN,M,,NODATA,IND,2064
Bihar,1951,45,8,RAMGARH,GEN,SUMANJI,M,,NODATA,IND,1842
Bihar,1951,45,9,RAMGARH,GEN,RAMNANDAN GUPTA,M,,NODATA,FBL(MG),1584
Bihar,1951,45,10,RAMGARH,GEN,SURYA NARAYAN SINGH,M,,NODATA,IND,1119
Bihar,1951,47,1,BUXAR,GEN,LAKSHMI KANT TIWARY,M,,NODATA,INC,4995
Bihar,1951,47,2,BUXAR,GEN,SHEO PRASAD SINGH,M,,NODATA,IND,3865
Bihar,1951,47,3,BUXAR,GEN,KESHO MISHRA MASTER,M,,NODATA,IND,2737
Bihar,1951,47,4,BUXAR,GEN,RAM SUBHAG PANDEY,M,,NODATA,FBL(MG),2648
Bihar,1951,47,5,BUXAR,GEN,KALI PRASAD SINGH,M,,NODATA,BJS,2285
Bihar,1951,47,6,BUXAR,GEN,RAM NARESH SINGH,M,,NODATA,IND,2242
Bihar,1951,47,7,BUXAR,GEN,UMANATH CHOUBEY,M,,NODATA,SP,1766
Bihar,1951,47,8,BUXAR,GEN,BISHNU DUTTA SHARMA,M,,NODATA,RRP,866
Bihar,1951,47,9,BUXAR,GEN,RAJENDRA PRASAD OJHA,M,,NODATA,KMPP,781
Bihar,1951,47,10,BUXAR,GEN,RAM NARESH RAM,M,,NODATA,IND,483
Bihar,1951,48,1,DUMRAON,GEN,HARIHAR PRASAD SINGH,M,,NODATA,INC,6629
Bihar,1951,48,2,DUMRAON,GEN,AMBIKA THAKUR,M,,NODATA,IND,3422
Bihar,1951,48,3,DUMRAON,GEN,HARI SINGH,M,,NODATA,SP,3375
Bihar,1951,48,4,DUMRAON,GEN,LAKSHMI NARAYAN SINGH,M,,NODATA,IND,2374
Bihar,1951,48,5,DUMRAON,GEN,KOKIL PRASAD SINGH,M,,NODATA,IND,2255
Bihar,1951,48,6,DUMRAON,GEN,RAJESHWAR CHAUBEY,M,,NODATA,IND,1879
Bihar,1951,48,7,DUMRAON,GEN,PANNA LAL,M,,NODATA,IND,1772
Bihar,1951,48,8,DUMRAON,GEN,BINDESHWAR PD. MISHRA,M,,NODATA,IND,501
Bihar,1951,48,9,DUMRAON,GEN,RAMESHWAR SINGH,M,,NODATA,IND,375
Bihar,1951,50,1,SHAHPUR,GEN,RAMANAND TIWARI,M,,NODATA,SP,5755
Bihar,1951,50,2,SHAHPUR,GEN,HARGOVIND MISHRA,M,,NODATA,INC,5422
Bihar,1951,50,3,SHAHPUR,GEN,RAM PALAK SINHA,M,,NODATA,IND,2366
Bihar,1951,50,4,SHAHPUR,GEN,RAM NAGINA LAL,M,,NODATA,RRP,1970
Bihar,1951,50,5,SHAHPUR,GEN,BISHAMBHAR PANDEYA,M,,NODATA,IND,1817
Bihar,1951,50,6,SHAHPUR,GEN,SURYANATH CHAUBEY,M,,NODATA,IND,1029
Bihar,1951,50,7,SHAHPUR,GEN,NAGENDRAPATI TRIPATHI,M,,NODATA,IND,867
Bihar,1951,50,8,SHAHPUR,GEN,ANAND BIHARI SINHA,M,,NODATA,IND,735
Bihar,1951,50,9,SHAHPUR,GEN,SACHIDANAND SAHAY,M,,NODATA,KMPP,528
Bihar,1951,51,1,JAGDISHPUR,GEN,SUMITRA DEVI,M,,NODATA,INC,13162
Bihar,1951,51,2,JAGDISHPUR,GEN,SHAMBHUNATH,M,,NODATA,SP,6207
Bihar,1951,51,3,JAGDISHPUR,GEN,ANAND SINGH,M,,NODATA,RRP,1896
Bihar,1951,51,4,JAGDISHPUR,GEN,BANSHIDHAR SINGH,M,,NODATA,IND,1394
